Entity,Year,"GDP per capita, PPP (constant 2021 international $)",Urban population (HYDE estimates and UN projections),Rural population (HYDE estimates and UN projections),Population - Scenario: SSP2 - Sex: All -Age: All -Education: Post Secondary, Population - Scenario: SSP2 - Sex: All -Age: All - Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All - Age: All -Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: None,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Under 15,Individuals using the Internet (% of population),Fixed telephone subscriptions,Fixed broadband subscriptions,Mobile cellular subscriptions,Number of Internet users,65+ years_x,25-64 years_x,15-24 years_x,5-14 years_x,0-4 years_x,65+ years_y,25-64 years_y,15-24 years_y,5-14 years_y,0-4 years_y,Death rate,Birth rate,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Access to electricity (% of population),Annual CO₂ emissions
Ethiopia,2012,1576.7687,16187317.0,76256860.0,,,,,,,,2.9,797501.0,8540.0,20500000.0,2778164.5,1472802.0,15497361.0,9771896.0,13395581.0,7592060.0,1235698.0,15016591.0,10071971.0,13815055.0,7929569.0,8.118,34.563,0.01,0.04,0.0,0.19,7.31,0.0,0.02,0.0,0.0,29.0,8058040.5
Ethiopia,2013,1696.8651,17018164.0,77869560.0,,,,,,,,4.6,761450.0,238000.0,25600000.0,4528182.5,1537770.0,16075907.0,10151575.0,13667560.0,7610176.0,1286957.0,15605471.0,10451284.0,14099831.0,7952017.0,7.78,33.644,0.0,0.03,0.01,0.36,8.26,0.0,0.01,0.0,0.0,30.8,9838975.0
Ethiopia,2014,1821.3915,17876284.0,79490490.0,,,,,,,,7.7,820000.0,471000.0,30500000.0,7785902.0,1602628.0,16687412.0,10528388.0,13911295.0,7647795.0,1337849.0,16223806.0,10825990.0,14356596.0,7993624.0,7.461,33.408,0.0,0.03,0.02,0.5,8.92,0.0,0.0,0.0,0.0,27.2,11671452.0
Ethiopia,2015,1957.4144,18760572.0,81112460.0,816600.0,3830900.0,3446700.0,8708700.0,11537200.0,29953900.0,41557900.0,13.8552,890642.0,478000.0,42300000.0,14390975.0,1663621.0,17338857.0,10899150.0,14127432.0,7722841.0,1384713.0,16878692.0,11192922.0,14586712.0,8071956.0,7.206,33.331,0.0,0.03,0.02,0.76,9.58,0.0,0.0,0.0,0.0,29.0,12699218.0
Ethiopia,2016,2084.8403,19670738.0,82732456.0,,,,,,,,15.3669,1147000.0,559000.0,51200000.0,16399299.0,1722774.0,18032998.0,11264582.0,14323378.0,7834314.0,1428810.0,17574075.0,11552109.0,14797801.0,8187067.0,6.999,33.329,0.0,0.03,0.02,0.78,11.64,0.0,0.0,0.0,0.0,42.9,14494539.0
Ethiopia,2017,2222.8281,20607122.0,84350310.0,,,,,,,,15.6,1181000.0,63000.0,39600000.0,17107972.0,1787464.0,18764186.0,11622621.0,14492869.0,7987008.0,1477340.0,18304385.0,11902906.0,14982332.0,8345106.0,6.786,33.222,0.0,0.02,0.02,0.53,12.55,0.0,0.0,0.0,0.0,44.3,14773944.0
Ethiopia,2018,2311.165,21569856.0,85965020.0,,,,,,,,15.9,,,,17913600.0,1856955.0,19515741.0,11958197.0,14637022.0,8187589.0,1529356.0,19052668.0,12232678.0,15140585.0,8553105.0,6.631,33.394,0.0,0.03,0.02,0.85,13.65,0.0,0.0,0.0,0.0,44.8,15786587.0
Ethiopia,2019,2437.9702,22559256.0,87576376.0,,,,,,,,16.0,1252000.0,159000.0,41900000.0,18694278.0,1931287.0,20285504.0,12278199.0,14773742.0,8426230.0,1584785.0,19817086.0,12549101.0,15289527.0,8801668.0,6.481,33.549,0.0,0.03,0.02,0.61,14.4,0.0,0.01,0.0,0.0,48.0,17235700.0
Ethiopia,2020,2516.5488,23462916.0,88757730.0,934200.0,3736400.0,2996700.0,11732100.0,14577000.0,34828300.0,46833800.0,16.0696,1000000.0,212000.0,44500000.0,19529786.0,2009577.0,21086969.0,12598835.0,14920171.0,8675384.0,1639824.0,20610848.0,12868281.0,15444610.0,9062932.0,6.403,33.31,0.0,0.03,0.03,0.82,14.94,0.0,0.01,0.0,0.0,51.1,15849882.0
Ethiopia,2021,2588.413,24679680.0,90723650.0,,,,,,,,16.6981,885300.0,488000.0,64500000.0,20394828.0,2086051.0,21911907.0,12910938.0,15089035.0,8912705.0,1692230.0,21422082.0,13180592.0,15619963.0,9312870.0,6.638,32.876,0.0,0.03,0.03,0.56,14.91,0.0,0.01,0.0,0.0,54.2,16160769.0
Ethiopia,2022,2655.578,25812994.0,92252230.0,,,,,,,,19.3781,862157.0,566000.0,71400000.0,,2166834.0,22756406.0,13202111.0,15286933.0,9130615.0,1750493.0,22249245.0,13474152.0,15824517.0,9542776.0,6.093,32.413,0.0,0.03,0.04,0.59,14.75,0.0,0.01,0.0,0.0,55.0,15156920.0
Ethiopia,2023,2755.457,26974916.0,93766410.0,,,,,,,,,,,,,2261159.0,23622660.0,13475792.0,15523851.0,9321909.0,1819850.0,23099027.0,13752696.0,16069925.0,9744618.0,5.96,31.903,,,,,,,,,,,15227142.0
Ethiopia,2024,,29204016.0,94223600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,2025,,30487322.0,95633360.0,1314400.0,5595200.0,4240800.0,15066700.0,17957100.0,36188100.0,50488200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,1970,,2315113.0,2297253.0,279500.0,649900.0,586200.0,1957100.0,0.0,0.0,1135400.0,,863000.0,,0.0,,264692.0,1135778.0,425336.0,385147.0,170352.0,156800.0,1041719.0,447961.0,401127.0,177388.0,9.56,14.08,,,,,,,,,,,40355044.0
Finland,1971,,2391075.0,2241104.2,,,,,,,,,863000.0,,,,273210.0,1147795.0,421675.0,379161.0,163353.0,161363.0,1057401.0,443401.0,394540.0,170224.0,9.912,13.19,,,,,,,,,,,40536760.0
Finland,1972,,2478885.0,2173107.5,,,,,,,,,863000.0,,,,282882.0,1164336.0,418850.0,374849.0,157174.0,166905.0,1080265.0,440411.0,389758.0,164111.0,9.444,12.638,,,,,,,,,,,44106084.0
Finland,1973,,2568285.0,2103520.5,,,,,,,,,863000.0,,,,293332.0,1181495.0,413024.0,371789.0,150751.0,172816.0,1104105.0,434117.0,386541.0,157929.0,9.28,12.225,,,,,,,,,,,49320160.0
Finland,1974,,2657502.0,2034116.8,,,,,,,,,863000.0,,,,304174.0,1197391.0,406361.0,367204.0,147320.0,178720.0,1126370.0,426396.0,382001.0,154408.0,9.503,13.275,,,,,,,,,,,46608372.0
Finland,1975,,2744833.0,1966599.0,392200.0,870700.0,594500.0,1817000.0,0.0,0.0,1038199.94,,1353000.0,,0.0,,315300.0,1210043.0,400320.0,360086.0,147545.0,184573.0,1144853.0,418980.0,374816.0,154634.0,9.298,13.937,,,,,,,,,,,46025676.0
Finland,1976,,2786339.0,1938704.2,,,,,,,,,1430000.0,,0.0,,326133.0,1219455.0,394746.0,351935.0,148920.0,189940.0,1159219.0,412025.0,366365.0,156575.0,9.466,14.151,,,,,,,,,,,51198464.0
Finland,1977,,2803947.0,1934707.4,,,,,,,,,1493000.0,,0.0,,337214.0,1227113.0,388817.0,343358.0,151130.0,195158.0,1173401.0,405713.0,357697.0,158959.0,9.28,13.901,,,,,,,,,,,50136984.0
Finland,1978,,2820904.0,1931361.6,,,,,,,,,1561000.0,,0.0,,347771.0,1235177.0,383387.0,333508.0,154220.0,199669.0,1188068.0,400633.0,347942.0,161835.0,9.185,13.492,,,,,,,,,,,51825016.0
Finland,1979,,2838991.0,1926885.8,,,,,,,,,1646000.0,,0.0,,357228.0,1244061.0,378762.0,324244.0,156374.0,203438.0,1201742.0,396271.0,338402.0,163878.0,9.163,13.334,,,,,,,,,,,54237020.0
Finland,1980,,2859406.0,1920082.0,530800.0,1033000.0,598700.0,1646500.0,0.0,0.0,971800.0,,1739954.0,,23482.0,,365744.0,1254004.0,374160.0,318149.0,156466.0,206495.0,1216561.0,391737.0,332209.0,163783.0,9.273,13.2,,,,,,,,,,,58139290.0
Finland,1981,,2875159.0,1928872.6,,,,,,,,,1838000.0,,28278.0,,372735.0,1265658.0,370508.0,313911.0,155844.0,208564.0,1233685.0,387648.0,328349.0,162897.0,9.232,13.222,,,,,,,,,,,51403284.0
Finland,1982,,2889300.0,1939275.2,,,,,,,,,1928000.0,,33880.0,,379680.0,1277651.0,367962.0,310485.0,155869.0,210743.0,1251656.0,384718.0,325061.0,163005.0,8.986,13.649,,,,,,,,,,,42976476.0
Finland,1983,,2904520.0,1948598.8,,,,,,,,,2021000.0,,42226.0,,386778.0,1287991.0,366277.0,307509.0,157131.0,212865.0,1267949.0,382666.0,322076.0,164477.0,9.331,13.711,,,,,,,,,,,41463372.0
Finland,1984,,2919105.0,1958557.4,,,,,,,,,2104000.0,,52010.0,,391334.0,1299812.0,362830.0,306113.0,158446.0,213690.0,1284380.0,378768.0,320451.0,165923.0,9.23,13.311,,,,,,,,,,,42147140.0
Finland,1985,,2931911.0,1970295.0,675400.0,1197300.0,608000.0,1470000.0,0.0,0.0,952800.0,,2189677.0,,67639.0,,396667.0,1310092.0,356929.0,306156.0,158797.0,215271.0,1299351.0,372332.0,320345.0,166231.0,9.82,12.791,,,,,,,,,,,49549076.0
Finland,1986,,2953671.0,1965382.0,,,,,,,,,2272000.0,,85300.0,,404636.0,1316729.0,350036.0,306958.0,157960.0,218897.0,1311605.0,364680.0,321467.0,165198.0,9.583,12.33,,,,,,,,,,,53214370.0
Finland,1987,,2980641.0,1955259.0,,,,,,,,,2365000.0,,105860.0,,411797.0,1323818.0,341852.0,309662.0,155626.0,222506.0,1323950.0,355925.0,324404.0,162600.0,9.705,12.171,,,,,,,,,,,57533400.0
Finland,1988,,3006909.0,1945838.0,,,,,,,,,2470000.0,,138160.0,,418625.0,1330945.0,332250.0,314391.0,153161.0,226476.0,1335638.0,346101.0,329112.0,159813.0,9.912,12.743,,,,,,,,,,,52058084.0
Finland,1989,,3033917.0,1935677.0,,,,,,,,,2582000.0,,190031.0,,424989.0,1338568.0,323903.0,318063.0,151791.0,231349.0,1347065.0,337395.0,332833.0,158450.0,9.878,12.75,,,,,,,,,,,52447930.0
Finland,1990,39167.863,3062921.0,1923520.0,821500.0,1325600.0,596700.0,1279700.0,0.0,0.0,964600.0,0.40108767,2669697.0,,257872.0,20000.533,430718.0,1346603.0,318737.0,318829.0,152028.0,236606.0,1358429.0,332101.0,333470.0,158921.0,10.041,13.077,0.0,5.16,0.0,0.0,10.86,19.22,4.8,4.66,9.66,100.0,56921000.0
Finland,1991,36663.76,3084392.0,1926321.2,,,,,,,,1.3974394,2717600.0,,319137.0,70066.055,436428.0,1355397.0,315429.0,317712.0,154090.0,242381.0,1369857.0,329332.0,332080.0,161031.0,9.817,13.015,0.0,5.0,0.0,0.0,13.2,19.51,5.51,4.95,9.79,100.0,55195000.0
Finland,1992,35251.05,3097640.0,1937345.4,,,,,,,,1.8868798,2742046.0,,386021.0,95139.25,441774.0,1364533.0,312622.0,315669.0,157183.0,248178.0,1381032.0,326907.0,330019.0,164077.0,9.87,13.167,0.0,4.95,0.0,0.0,15.11,19.26,5.54,5.18,7.66,100.0,54272000.0
Finland,1993,34807.332,3111493.0,1947764.6,,,,,,,,2.5684614,2763132.0,,489174.0,130133.46,446531.0,1371948.0,309981.0,314801.0,159384.0,254091.0,1390074.0,324293.0,329111.0,166218.0,10.051,12.788,0.0,5.96,0.0,0.0,13.48,19.93,6.3,5.55,9.84,100.0,56320000.0
Finland,1994,36031.58,3124302.0,1959227.8,,,,,,,,4.9150987,2801000.0,,675565.0,250102.53,452012.0,1376278.0,308785.0,314950.0,160281.0,260821.0,1396124.0,322772.0,329469.0,166790.0,9.422,12.763,0.0,6.47,0.0,0.01,11.79,19.43,7.51,6.43,13.98,100.0,61740000.0
Finland,1995,37414.22,3134913.0,1972889.0,972400.0,1423500.0,621200.0,1119100.0,0.0,0.0,973400.0,13.900304,2810000.0,,1039126.0,710016.4,458130.0,1378397.0,308945.0,315470.0,160047.0,267835.0,1399713.0,322696.0,330254.0,166242.0,9.63,12.323,0.0,6.61,0.0,0.01,12.93,19.22,7.53,6.63,11.07,100.0,58122000.0
Finland,1996,38657.555,3142984.0,1977931.6,,,,,,,,16.780075,2842000.0,,1502003.0,859931.2,463131.0,1380543.0,309980.0,316520.0,158121.0,274544.0,1402035.0,324102.0,331135.0,164403.0,9.581,11.873,0.0,5.89,0.0,0.01,11.86,19.48,8.44,8.51,15.12,100.0,64040000.0
Finland,1997,41008.617,3148980.0,1985049.2,,,,,,,,19.458683,2861000.0,,2162574.0,1000161.94,467021.0,1382514.0,312997.0,317144.0,155143.0,280624.0,1404180.0,327406.0,331371.0,161312.0,9.56,11.505,0.0,7.89,0.0,0.02,12.24,20.89,8.35,6.88,12.84,100.0,62703000.0
Finland,1998,43130.688,3153556.0,1993586.8,,,,,,,,25.452524,2841497.0,,2845985.0,1311708.0,469876.0,1384473.0,318061.0,316808.0,151487.0,285547.0,1406591.0,332517.0,330611.0,157350.0,9.549,11.083,0.0,9.33,0.0,0.02,15.05,21.85,7.1,8.82,7.94,100.0,59358000.0
Finland,1999,44919.426,3157716.0,2002540.4,,,,,,,,32.295094,2850305.0,,3273433.0,1668207.9,472530.0,1387514.0,321808.0,316200.0,147643.0,290205.0,1409629.0,336510.0,329646.0,153589.0,9.559,11.109,0.0,8.36,0.0,0.05,12.78,22.97,6.77,9.54,8.95,100.0,58874000.0
Finland,2000,47405.453,3162221.0,2011149.0,1110100.0,1514600.0,653100.0,959000.0,0.0,0.0,940900.0,37.2485,2848810.0,35000.0,3730000.0,1928054.1,475897.0,1391267.0,322492.0,315991.0,144096.0,295956.0,1413487.0,337168.0,329281.0,150308.0,9.536,10.939,0.0,8.64,0.0,0.08,14.66,22.48,5.49,10.13,8.49,100.0,57017000.0
Finland,2001,48546.42,3295217.5,1892347.0,,,,,,,,43.1054,2806170.0,134000.0,4180000.0,2236294.5,479619.0,1396150.0,321242.0,315808.0,141387.0,302291.0,1418746.0,335688.0,329119.0,147650.0,9.343,10.797,0.0,8.27,0.0,0.07,13.2,22.77,7.84,11.69,10.61,100.0,62521000.0
Finland,2002,49246.05,3428894.2,1772864.6,,,,,,,,62.43,2725610.0,274000.0,4520000.0,3246702.8,483664.0,1401340.0,319063.0,315612.0,139279.0,308901.0,1424429.0,333552.0,328695.0,145719.0,9.498,10.673,0.0,8.99,0.0,0.06,10.78,22.3,8.45,11.63,12.71,100.0,65049004.0
Finland,2003,50117.133,3563251.2,1652701.9,,,,,,,,69.22,2567590.0,491000.0,4750000.0,3608407.5,488665.0,1404932.0,318056.0,313836.0,138213.0,316799.0,1428193.0,332463.0,326557.0,144955.0,9.387,10.832,0.0,9.38,0.0,0.09,9.59,22.73,9.39,13.85,19.25,100.0,72658000.0
Finland,2004,51973.39,3698288.8,1531858.8,,,,,,,,72.39,2368000.0,800000.0,4990000.0,3784653.5,495732.0,1407252.0,318282.0,310730.0,138312.0,325939.0,1430524.0,332773.0,323190.0,145107.0,9.092,11.0,0.0,10.44,0.0,0.12,15.07,22.72,8.24,12.75,16.5,100.0,68946000.0
Finland,2005,53234.348,3834006.5,1410335.4,1239100.0,1627000.0,663200.0,806300.0,0.0,0.0,911900.0,74.48,2120000.0,1170000.0,5270000.0,3907282.8,501947.0,1411450.0,319228.0,307008.0,138882.0,333689.0,1434733.0,333951.0,319409.0,145445.0,9.129,10.975,0.0,9.51,0.0,0.17,13.78,23.27,6.1,11.23,6.5,100.0,57064000.0
Finland,2006,55162.035,3977839.0,1290543.6,,,,,,,,79.66,1910000.0,1430000.0,5670000.0,4195092.5,510544.0,1413918.0,320700.0,302488.0,140170.0,343934.0,1437298.0,335420.0,315019.0,146373.0,9.117,11.124,0.0,10.81,0.0,0.16,11.49,22.91,8.27,12.32,16.33,100.0,68373000.0
Finland,2007,57846.062,4122823.8,1169599.5,,,,,,,,80.78,1740000.0,1620000.0,6080000.0,4272224.5,518163.0,1418409.0,321872.0,297725.0,141845.0,353323.0,1442228.0,336406.0,310283.0,148035.0,9.272,11.07,0.0,9.95,0.0,0.19,14.18,23.42,8.98,10.56,13.89,100.0,66764000.0
Finland,2008,58029.043,4268960.5,1047503.2,,,,,,,,83.67,1650000.0,1620000.0,6830000.0,4445706.0,522733.0,1426724.0,322276.0,293503.0,143453.0,360370.0,1451290.0,336628.0,306062.0,149870.0,9.241,11.156,0.0,10.4,0.0,0.26,17.11,22.96,7.09,11.03,8.5,100.0,58625000.0
Finland,2009,53088.1,4416250.0,924254.56,,,,,,,,82.49,1430000.0,1570000.0,7700000.0,4404021.5,530388.0,1431997.0,322350.0,290192.0,145060.0,370287.0,1457057.0,336514.0,303001.0,151504.0,9.341,11.267,0.0,8.73,0.0,0.28,12.69,23.53,5.88,9.82,11.13,100.0,55920000.0
Finland,2010,54520.086,4564691.5,799853.7,1357600.0,1746800.0,690900.0,686500.0,0.0,0.0,886600.0,86.89,1250000.0,1560000.0,8390000.0,4660212.0,541609.0,1432462.0,322676.0,287628.0,146649.0,383508.0,1457711.0,336804.0,300516.0,153222.0,9.483,11.3,0.0,10.97,0.0,0.29,12.92,22.8,7.86,11.26,14.54,100.0,64092004.0
Finland,2011,55565.156,4597990.5,791804.3,,,,,,,,88.71,1080000.0,1610000.0,8940000.0,4779903.5,557979.0,1426753.0,322987.0,286688.0,147738.0,401674.0,1452638.0,337264.0,299350.0,154565.0,9.386,11.086,0.0,11.24,0.01,0.48,12.45,23.19,6.9,9.45,9.78,100.0,56647000.0
Finland,2012,54459.246,4631400.0,783644.2,,,,,,,,89.88,889500.0,1650000.0,9320000.0,4866083.5,576501.0,1418669.0,323216.0,286878.0,148451.0,421720.0,1445677.0,337346.0,299785.0,155082.0,9.524,10.931,0.0,11.2,0.01,0.49,16.86,22.99,5.03,6.73,7.1,100.0,51155000.0
Finland,2013,53677.812,4664920.0,775373.44,,,,,,,,91.5144,752200.0,1720000.0,7410000.0,4977521.0,595005.0,1411431.0,321754.0,288187.0,148456.0,441716.0,1439548.0,335695.0,301478.0,155092.0,9.454,10.645,0.0,12.01,0.01,0.77,12.84,23.61,4.54,6.79,10.69,100.0,51719000.0
Finland,2014,53200.723,4698551.0,766992.0,,,,,,,,86.5304,638800.0,1760000.0,7600000.0,4726018.5,612506.0,1405630.0,318826.0,290451.0,147380.0,460886.0,1434576.0,332725.0,303798.0,154194.0,9.564,10.425,0.0,11.76,0.01,1.11,13.4,23.58,4.8,5.52,7.92,100.0,47622000.0
Finland,2015,53273.14,4732293.0,758499.8,1551200.0,1892900.0,628100.0,511400.0,0.0,0.0,898600.0,86.4221,537200.0,1730000.0,7400000.0,4735689.5,628279.0,1400665.0,315212.0,292866.0,145226.0,478379.0,1430803.0,329325.0,306191.0,152033.0,9.563,10.074,0.0,11.42,0.01,2.33,16.77,23.25,4.51,5.2,5.12,100.0,44192000.0
Finland,2016,54486.46,4766145.0,749897.0,,,,,,,,87.7036,457300.0,1710000.0,7220000.0,4819727.0,642256.0,1397126.0,310859.0,295394.0,142150.0,493650.0,1429519.0,326189.0,308749.0,148809.0,9.806,9.574,0.0,11.52,0.02,3.07,15.8,23.2,4.43,3.74,6.97,100.0,47251000.0
Finland,2017,56154.418,4800108.0,741183.44,,,,,,,,87.4689,378000.0,1710000.0,7160000.0,4818137.5,655852.0,1393623.0,306148.0,297977.0,138275.0,508139.0,1428916.0,322613.0,311300.0,144751.0,9.745,9.102,0.0,11.86,0.05,4.79,14.77,22.48,4.41,3.3,5.86,100.0,44657000.0
Finland,2018,56749.004,4834182.0,732359.25,,,,,,,,88.89,323000.0,1740000.0,7150000.0,4902932.0,669227.0,1389524.0,301750.0,299853.0,133342.0,522182.0,1427447.0,318430.0,313382.0,139758.0,9.87,8.61,0.0,12.91,0.09,5.84,13.3,22.79,5.31,4.2,5.79,100.0,45734000.0
Finland,2019,57451.63,4868366.5,723424.3,,,,,,,,89.6074,269000.0,1800000.0,7150000.0,4947900.0,682166.0,1386302.0,298313.0,300554.0,127836.0,535152.0,1427061.0,315271.0,314277.0,133971.0,9.796,8.258,0.0,13.29,0.15,6.02,12.42,23.87,4.65,3.85,4.36,100.0,42442000.0
Finland,2020,55940.074,4902661.5,714378.75,1582700.0,1956300.0,594900.0,519400.03,500.0,500.0,871100.0,92.1703,225000.0,1850000.0,7120000.0,5096663.0,694888.0,1383794.0,295824.0,300329.0,122915.0,547834.0,1427591.0,312806.0,314167.0,128549.0,10.022,8.398,0.0,11.57,0.22,8.26,15.88,23.29,3.59,3.99,2.44,100.0,37700000.0
Finland,2021,57350.87,4932935.0,706870.8,,,,,,,,92.8081,207000.0,1860000.0,7150000.0,5142557.5,706593.0,1381242.0,295319.0,298687.0,119836.0,559894.0,1428680.0,311985.0,312508.0,125306.0,10.391,8.931,0.0,13.58,0.3,8.51,15.79,23.6,3.83,3.83,2.67,100.0,37798000.0
Finland,2022,58024.477,4963292.5,699278.9,,,,,,,,92.9888,181000.0,1910000.0,7130000.0,,720579.0,1383500.0,296918.0,296651.0,117706.0,572025.0,1434054.0,313442.0,310047.0,123292.0,11.314,8.027,0.0,12.76,0.39,11.72,13.49,25.34,3.77,0.96,3.44,100.0,36367000.0
Finland,2023,57063.523,4993734.0,691603.0,,,,,,,,93.5139,158000.0,1980000.0,7140000.0,,735525.0,1388084.0,299705.0,293266.0,115610.0,584014.0,1440313.0,315900.0,306636.0,121026.0,10.709,7.776,0.0,11.07,0.65,14.63,15.11,33.92,2.35,0.53,1.58,,31622000.0
Finland,2024,,4853952.0,798583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2025,,4874169.0,794950.0,1712300.0,2023600.0,599800.0,398700.0,1700.0,1300.0,799200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,1970,,178160.3,334635.62,9900.0,17900.0,48700.0,112000.0,70300.0,33800.0,227900.0,,9600.0,,0.0,,6300.0,83083.0,53425.0,75673.0,42297.0,7402.0,87865.0,53169.0,77501.0,44497.0,7.808,35.176,,,,,,,,,,,520050.0
Fiji,1971,,184013.3,339961.1,,,,,,,,,9600.0,,,,6510.0,85701.0,54824.0,77003.0,41983.0,7432.0,90054.0,54691.0,78763.0,44177.0,7.714,34.166,,,,,,,,,,,549271.0
Fiji,1972,,190011.34,345142.2,,,,,,,,,9600.0,,,,6729.0,88439.0,56220.0,78020.0,41586.0,7495.0,92323.0,56248.0,79688.0,43771.0,7.719,32.979,,,,,,,,,,,578555.0
Fiji,1973,,196127.83,350205.53,,,,,,,,,9600.0,,,,6923.0,91201.0,57680.0,78728.0,41111.0,7572.0,94604.0,57866.0,80270.0,43287.0,8.16,32.092,,,,,,,,,,,629851.0
Fiji,1974,,202328.3,355185.53,,,,,,,,,9600.0,,,,7121.0,93930.0,59237.0,79149.0,40624.0,7663.0,96883.0,59546.0,80547.0,42801.0,7.885,31.774,,,,,,,,,,,670185.0
Fiji,1975,,208598.9,360095.97,14700.0,23200.0,73700.0,134400.0,69300.0,29700.0,231600.0,,16174.0,,0.0,,7361.0,96584.0,60978.0,79320.0,40365.0,7794.0,99065.0,61362.0,80543.0,42550.0,7.697,32.478,,,,,,,,,,,622581.0
Fiji,1976,,214849.88,365531.25,,,,,,,,,17362.0,,0.0,,7630.0,99314.0,62868.0,79304.0,40599.0,7959.0,101324.0,63313.0,80406.0,42828.0,7.564,33.067,,,,,,,,,,,482997.0
Fiji,1977,,219934.72,372133.44,,,,,,,,,18506.0,,0.0,,7920.0,102401.0,64986.0,79184.0,41518.0,8172.0,104100.0,65465.0,80236.0,43838.0,7.324,33.306,,,,,,,,,,,764627.0
Fiji,1978,,224883.9,378871.94,,,,,,,,,19608.0,,0.0,,8255.0,105733.0,67274.0,78939.0,43018.0,8452.0,107263.0,67762.0,79964.0,45448.0,7.187,33.648,,,,,,,,,,,709084.0
Fiji,1979,,230268.83,385175.38,,,,,,,,,21341.0,,0.0,,8600.0,109171.0,69445.0,78673.0,44771.0,8743.0,110547.0,69899.0,79717.0,47312.0,7.558,33.799,,,,,,,,,,,836456.0
Fiji,1980,,236255.52,390877.7,21400.0,28100.0,101800.0,145400.0,64300.004,24600.0,249500.0,,23923.0,,0.0,,8947.0,112739.0,71375.0,78715.0,46493.0,9013.0,113983.0,71750.0,79840.0,49130.0,7.521,33.857,,,,,,,,,,,792420.0
Fiji,1981,,243023.73,399302.12,,,,,,,,,24494.0,,0.0,,9290.0,116473.0,73037.0,79236.0,48032.0,9272.0,117597.0,73329.0,80474.0,50752.0,7.609,33.895,,,,,,,,,,,1077173.0
Fiji,1982,,250419.22,407101.6,,,,,,,,,25756.0,,0.0,,9610.0,120386.0,74416.0,80151.0,49489.0,9507.0,121408.0,74625.0,81534.0,52296.0,7.647,33.902,,,,,,,,,,,835123.0
Fiji,1983,,257843.69,414874.22,,,,,,,,,26530.0,,0.0,,9946.0,124543.0,75507.0,81414.0,50882.0,9737.0,125455.0,75618.0,82972.0,53780.0,7.304,33.74,,,,,,,,,,,708926.0
Fiji,1984,,264468.38,423448.72,,,,,,,,,28821.0,,0.0,,10304.0,128942.0,76361.0,83006.0,52146.0,9969.0,129725.0,76372.0,84760.0,55144.0,7.164,33.339,,,,,,,,,,,577209.0
Fiji,1985,,269723.8,433394.47,31000.0,35700.0,135200.0,152500.0,59100.0,20100.0,278000.0,,29829.0,,0.0,,10656.0,133547.0,76987.0,84914.0,53171.0,10220.0,134232.0,76916.0,86880.0,56260.0,6.824,32.341,,,,,,,,,,,572991.0
Fiji,1986,,273319.84,433200.12,,,,,,,,,33230.0,,0.0,,11005.0,137928.0,77179.0,87181.0,53706.0,10591.0,138775.0,77095.0,89082.0,56779.0,6.861,31.241,,,,,,,,,,,598086.0
Fiji,1987,,279048.53,430871.56,,,,,,,,,34001.0,,0.0,,11291.0,141705.0,76678.0,89268.0,53648.0,10837.0,142590.0,76671.0,91161.0,56708.0,6.815,30.78,,,,,,,,,,,471995.0
Fiji,1988,,284769.97,428548.75,,,,,,,,,35655.0,,0.0,,11501.0,145134.0,75701.0,91035.0,53232.0,10891.0,145769.0,75819.0,93270.0,56366.0,6.538,30.346,,,,,,,,,,,549765.0
Fiji,1989,,290715.47,426000.44,,,,,,,,,39174.0,,0.0,,11702.0,148445.0,74647.0,92814.0,52699.0,10974.0,148860.0,74939.0,95388.0,55871.0,6.384,29.882,,,,,,,,,,,625202.0
Fiji,1990,8126.8906,297659.16,422452.56,37800.0,43200.0,155300.0,146200.0,50500.0,15600.0,280100.0,0.0,42425.0,,0.0,0.0,11874.0,151539.0,73850.0,94176.0,52256.0,11049.0,151725.0,74364.0,97033.0,55462.0,6.572,29.523,,,,,,,,,,,801220.0
Fiji,1991,7843.1626,305875.3,423648.6,,,,,,,,0.0,45596.0,,0.0,0.0,12030.0,154406.0,73447.0,94899.0,51966.0,11118.0,154378.0,74219.0,98019.0,55184.0,6.433,29.029,,,,,,,,,,,655032.0
